"Accession"	"Description"	"Peptides.used.for.quantitation"	"Confidence.score"	"rawInt_Neil.left.2"	"rawInt_Neil.left.3"	"rawInt_Neil.right.2"	"rawInt_Neil.right.3"	"rawInt_Neil.mouse2.1"	"rawInt_Neil.mix.1"	"rawInt_Neil.mouse1.1"	"rawInt_Neil.mouse3.1"	"rawInt_Neil.liver.2"	"rawInt_Neil.liver.3"	"normInt_Neil.left.2"	"normInt_Neil.left.3"	"normInt_Neil.right.2"	"normInt_Neil.right.3"	"normInt_Neil.mouse2.1"	"normInt_Neil.mix.1"	"normInt_Neil.mouse1.1"	"normInt_Neil.mouse3.1"	"normInt_Neil.liver.2"	"normInt_Neil.liver.3"	"medianNormInt_Condition1"	"medianNormInt_Condition2"	"medianNormInt_Condition3"	"medianNormInt_Condition4"	"medianNormInt_Condition5"	"specCountSum_Condition1"	"specCountSum_Condition2"	"specCountSum_Condition3"	"specCountSum_Condition4"	"specCountSum_Condition5"	"medianRatio_Condition2_vs_Condition1"	"medianRatio_Condition3_vs_Condition1"	"medianRatio_Condition4_vs_Condition1"	"medianRatio_Condition5_vs_Condition1"	"qvalue_Condition2_vs_Condition1"	"qvalue_Condition3_vs_Condition1"	"qvalue_Condition4_vs_Condition1"	"qvalue_Condition5_vs_Condition1"	"cv_Condition1"	"cv_Condition2"	"cv_Condition3"	"cv_Condition4"	"cv_Condition5"
"tr|E1WAX0|E1WAX0_SALTS"	"UPF0307 protein yjgA OS=Salmonella typhimurium (strain SL1344) GN=yjgA"	2	78.72	69807.19984	30761.08208	5458.855622	9861.235799	12396.48534	11196.61823	118835.567	131423.1767	68739.60361	60260.70808	69807.19984	83223.1050405635	8890.40068031266	46987.219359283	14735.7073731866	10220.0061287384	41852.3750494288	35119.3258036588	51036.2501851769	46984.1863591956	76515.1524402817	27938.8100197978	12477.8567509625	38485.8504265438	49010.2182721863	2	0	0	0	1	0.365140879012211	0.163076937743817	0.502983385631769	0.640529577594942	0.601510583320609	0.0665588460918518	0.0515603339265662	0.0576554298214317	12.3981685202526	96.4197072475357	25.5899954254209	12.370740744924	5.84621311670053
"Gene_4610"	"# 4931067 # 4932182 # -1"	1	81.57	2710.878462	1986.704308	1881.100698	683.6765245	335.0761859	19.45978769	41318.92086	34264.57427	0	1150.86008	2710.878462	5374.96375710149	3063.5979559226	3257.60984548522	398.305204073744	100	14551.9983295101	9156.29021857143	100	897.304830874114	4042.92110955074	3160.60390070391	249.152602036872	11854.1442740408	498.652415437057	0	0	0	4	0	0.781762447265543	0.0616268770242114	2.93207410009493	0.123339635358967	0.804723384207484	0.0699227896549466	0.121354736508537	0.146289560538592	46.5948438463336	4.34053513349098	84.660417326312	32.1857209288668	113.060648084847
"sp|P19221|THRB_MOUSE"	"Prothrombin OS=Mus musculus GN=F2 PE=1 SV=1"	2	89.34	12858.32733	3707.524198	7235.113098	2599.838503	7287.740246	14970.5825	47186.52886	79979.36347	66074.24203	46448.08716	12858.32733	10030.5858866778	11783.2488826718	12387.8167533078	8662.93991655307	13664.7907214376	16618.4952281956	21372.3438574604	49057.3318719056	36214.7351514095	11444.4566083389	12085.5328179898	11163.8653189954	18995.419542828	42636.0335116576	4	0	2	1	4	1.05601630829583	0.975482340582331	1.65979217650117	3.72547469668339	0.859085179238346	0.931422239672238	0.123252976873416	0.0217659283578928	17.4714730322665	3.53723784836262	31.6811652734588	17.6962588002258	21.299090185357
"sp|P42932|TCPQ_MOUSE"	"T-complex protein 1 subunit theta OS=Mus musculus GN=Cct8 PE=1 SV=3"	2	90.14	10839.9128	2481.392895	2260.47955	1212.179012	1224.107846	5819.254508	28161.94738	56697.19783	14393.03627	31280.13927	10839.9128	6713.32760695566	3681.46188885463	5775.84009758075	1455.09751491206	5311.67675049401	9918.27963315091	15150.8083486028	10686.2210635905	24388.5599693284	8776.62020347783	4728.65099321769	3383.38713270304	12534.5439908769	17537.3905164595	0	0	0	2	2	0.538778126840206	0.385500005043209	1.42817436556158	1.99819407811564	0.562280503588785	0.253507554097456	0.375341192862836	0.313179022015116	33.2466975384145	31.3186368772763	80.6000975562197	29.5180785207852	55.2477676155413
"tr|E1W8I5|E1W8I5_SALTS"	"Glutamate 5-kinase OS=Salmonella typhimurium (strain SL1344) GN=proB"	2	191.73	14026.66151	19.22027191	668.7109433	4399.593067	4018.566103	5937.144893	49588.32725	109466.0595	1828.959193	4358.650224	14026.66151	100	1089.07592303544	20963.3608550029	4776.87122837471	5419.28428273898	17464.3780690743	29251.8740191371	1357.9248940977	3398.36090420804	7063.330755	11026.2183890192	5098.07775555684	23358.1260441057	2378.14289915287	0	2	0	12	0	1.56105083727162	0.721766816872905	3.30695628653252	0.336688593758607	0.816491808727428	0.641954236505453	0.349616959270229	0.851427211481382	139.419165470054	127.452959399237	8.9103118634981	35.6835916706669	60.6694467283775
"sp|P59325|IF5_MOUSE"	"Eukaryotic translation initiation factor 5 OS=Mus musculus GN=Eif5 PE=1 SV=1"	2	79.05	10609.35728	8720.141836	10588.07078	4407.634903	1933.645308	8642.098906	64443.04831	117964.6767	14558.895	11053.2177	10609.35728	23592.0595412956	17243.9423542077	21001.6789238418	2298.52499645866	7888.30180418532	22696.0218669094	31522.9019597316	10809.3641600754	8617.99432552501	17100.7084106478	19122.8106390248	5093.41340032199	27109.4619133205	9713.67924280019	0	0	0	2	0	1.1182466936351	0.297848093658539	1.58528297555444	0.568027885719164	0.838232191076827	0.217396108638791	0.347530958850946	0.361086180152561	53.6829035770938	13.8950338444416	77.6015762987734	23.0234992871187	15.9520654467432
"tr|E1WCI7|E1WCI7_SALTS"	"Putative uncharacterized protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_2316"	2	108.11	44214.17996	21435.05796	30964.41022	13673.83544	3625.933053	6222.322985	2315.577454	0	9569.937258	10606.86949	44214.17996	57991.8507260667	50429.2534457084	65153.6499479275	4310.14815557174	5679.588044835	815.516923993046	100	7105.27391060896	8269.98468295838	51103.0153430334	57791.451696818	4994.86810020337	457.758461996523	7687.62929678367	3	0	0	0	0	1.13088144229627	0.0977411619779164	0.00895756265895036	0.150433966473011	0.783176031787933	0.0665588460918518	0.0476077369882454	0.00873530753176248	19.0640109242978	18.0160219373273	19.3867027657043	110.527037949779	10.7129890562473
"Gene_4760"	"# 5060750 # 5061589 # -1"	2	79.2	0	3912.927161	9452.163624	3155.368168	0	5252.42217	3239.320618	5920.003923	29351.55508	24162.2861	100	10586.2969088367	15393.9814005281	15034.8272053437	100	4794.28570890206	1140.84751587783	1581.96257122413	21792.2890112354	18838.898332882	5343.14845441836	15214.4043029359	2447.14285445103	1361.40504355098	20315.5936720587	1	0	0	0	6	2.84746052495599	0.457996418277961	0.254794538307317	3.80217653418544	0.660087552510045	0.929344672466268	0.923715307797323	0.325295882181802	138.774576769291	1.66921005811211	135.642316571518	22.9112892152413	10.2796039823787
"tr|E1W6X8|E1W6X8_SALTS"	"ATP-dependent Clp protease ATP-binding subunit ClpA OS=Salmonella typhimurium (strain SL1344) GN=clpA"	2	92.24	30952.4453	7031.615914	15715.83738	7498.890379	7349.440805	5204.712036	33196.54895	52100.98526	62175.70345	36848.355	30952.4453	19023.8076896585	25595.1248777752	35731.0193540875	8736.28339716465	4750.73703627014	11691.4022634497	13922.5935788658	46162.8317602335	28729.9972654055	24988.1264948292	30663.0721159313	6743.51021671739	12806.9979211577	37446.4145128195	0	2	0	4	3	1.22710568646579	0.269868580107949	0.512523334784937	1.49856831085629	0.737327211662556	0.0899174373475963	0.141194854146096	0.361754615713793	33.755313934139	23.37391273286	41.7913930275577	12.3189721663722	32.9187070296828
"tr|E1WEH9|E1WEH9_SALTS"	"Hydrogen peroxide-inducible regulon activator OS=Salmonella typhimurium (strain SL1344) GN=oxyR"	2	66.1	22134.27378	20297.51469	16548.76818	2780.616341	3852.226585	5133.083086	78520.49933	104374.9716	21673.66485	26133.93583	22134.27378	54914.2644824753	26951.6525208822	13249.194384118	4579.14337288846	4685.35583875519	27653.921043921	27891.4170651609	16091.7800456062	20376.1580382674	38524.2691312376	20100.4234525001	4632.24960582182	27772.669054541	18233.9690419368	2	0	0	2	0	0.521760020521753	0.120242374749317	0.7209135872229	0.473311225706075	0.671161510386476	0.0682351156093795	0.670742243831388	0.296483939629407	60.167147192307	48.2034674061838	1.62131925633969	0.604677378302168	16.6146642281202
"sp|Q9R0P3|ESTD_MOUSE"	"S-formylglutathione hydrolase OS=Mus musculus GN=Esd PE=2 SV=1"	2	73.36	2913.344348	777.47817	4950.408085	1010.649486	2026.61343	8481.535278	46502.61577	53752.84319	26370.1714	24234.594	2913.344348	2103.44185033477	8062.33292365124	4815.58397567617	2409.03624244918	7741.74315330485	16377.6297376149	14364.0083907863	19578.7376463808	18895.2754973244	2508.39309916739	6438.95844966371	5075.38969787702	15370.8190642006	19237.0065718526	0	0	0	0	3	2.56696546159412	2.02336296474492	6.12775528257618	7.66905577050022	0.454963680015008	0.495113382402355	0.0304581123736623	0.00820221635264296	22.8308532816924	35.6548068429199	74.2956392161116	9.26330147494006	2.51224491958743
"tr|E1W9A3|E1W9A3_SALTS"	"Putative oxidoreductase OS=Salmonella typhimurium (strain SL1344) GN=ybdH"	2	93.94	31400.95865	13471.37635	16429.66658	8098.101868	7098.960803	7848.019402	104495.2962	162616.9101	40463.7033	53549.79709	31400.95865	36446.3696726046	26757.6812897328	38586.1667463749	8438.53771271671	7163.48496834456	36801.9140891006	43455.0160054546	30042.5893747392	41751.81019502	33923.6641613023	32671.9240180538	7801.01134053063	40128.4650472776	35897.1997848796	2	3	0	2	4	0.963101269447292	0.229957804777158	1.18290479638262	1.05817578001579	0.915947402458114	0.0665588460918518	0.345554827850824	0.851809948462924	10.5166833718003	25.5999685630276	11.5574558548807	11.7234822598786	23.0649451602039
"sp|Q99PV0|PRP8_MOUSE"	"Pre-mRNA-processing-splicing factor 8 OS=Mus musculus GN=Prpf8 PE=1 SV=2"	1	60.97	2244.790529	674.5845987	1491.45904	639.3987245	864.748647	5922.197786	11067.20114	12853.52536	1649.94467	2016.137336	2244.790529	1825.06664656175	2429.01981331692	3046.63317443173	1027.92708288324	5405.64091989415	3897.72746116275	3434.76056642474	1225.01417738128	1571.94588876388	2034.92858778088	2737.82649387433	3216.7840013887	3666.24401379375	1398.48003307258	1	0	1	2	2	1.34541649781429	1.58078471190807	1.80165733373074	0.68723789201745	0.596851148137332	0.898437320500653	0.0624020048759463	0.156841376243719	14.584767508804	15.9512882490115	96.2299967578879	8.92922100936146	17.5417424579389
"tr|E1WCI1|E1WCI1_SALTS"	"Putative transketolase N-terminal section OS=Salmonella typhimurium (strain SL1344) GN=SL1344_2310"	2	97.74	31416.20502	9825.714191	20545.29949	11342.92725	5285.057597	4281.424039	55363.49811	141258.3671	62291.97602	67818.90074	31416.20502	26583.1495163108	33460.4827845222	54047.2433410613	6282.35020361253	3907.98176909063	19498.3197828985	37747.5171521838	46249.1592288331	52877.1727476845	28999.6772681554	43753.8630627918	5095.16598635158	28622.9184675412	49563.1659882588	1	0	0	2	0	1.50877068934964	0.175697334119873	0.987008172638255	1.70909370921463	0.623518248837787	0.0665588460918518	0.878816148348665	0.0445110037294243	11.784566734687	33.2702919769656	32.9514686191397	45.0832126907912	9.45604101660129
"sp|P70460|VASP_MOUSE"	"Vasodilator-stimulated phosphoprotein OS=Mus musculus GN=Vasp PE=1 SV=4"	2	58.67	8948.846259	3053.576746	4724.711677	1693.638287	64272.50295	34214.9919	1292.681621	12892.37939	2885.885667	1689.741672	8948.846259	8261.3523679327	7694.7592711918	8069.91692812164	76400.7514740846	31230.6287246461	455.266023358105	3445.14326582844	2142.64812672562	1317.46108112022	8605.09931346635	7882.33809965672	53815.6900993653	1950.20464459327	1730.05460392292	2	3	3	0	0	0.916007801016479	6.25393015687195	0.226633601025539	0.201049928757419	0.715940362043578	0.0731432803755153	0.196643214435874	0.0213658796816139	5.64934319395078	3.36545476577186	59.3509068529689	108.407211465083	33.7269907187778
"tr|E1WEC7|E1WEC7_SALTS"	"Putative sugar kinase OS=Salmonella typhimurium (strain SL1344) GN=ydeV"	2	71.3	5822.219093	2485.673673	357.3393381	1462.473881	5805.253869	8591.693843	47377.49955	57104.62841	8693.91375	6370.364025	5822.219093	6724.90911232087	581.969942883885	6968.45531882904	6900.70773242598	7842.29326462476	16685.7526759707	15259.6832642812	6454.86348380399	4966.85784257906	6273.56410266043	3775.21263085646	7371.50049852537	15972.7179701259	5710.86066319153	0	0	0	4	0	0.601765211780574	1.17500999079603	2.54603566788333	0.910305620495647	0.688088749613024	0.595355055036108	0.0317112217017335	0.6136753701956	10.1744116028163	119.620470655584	9.03210296218641	6.31316068645524	18.4241735424511
"sp|O09012|PEX5_MOUSE"	"Peroxisomal targeting signal 1 receptor OS=Mus musculus GN=Pex5 PE=1 SV=2"	2	119.44	348.8970302	591.2162321	551.032473	879.7936554	265.0083675	137.4280878	1110.545892	6434.500392	63936.90288	59278.55145	348.8970302	1599.51624776343	897.422429179162	4192.0767660152	315.015558670107	125.4410814699	391.120136462062	1719.44797960753	47470.4478943829	46218.4165631192	974.206638981714	2544.74959759718	220.228320070004	1055.2840580348	46844.4322287511	0	0	0	0	3	2.61212508288495	0.226059145213993	1.08322404694124	48.0846982091141	0.696576680114747	0.279399970084414	0.942038274842404	0.0287067848989133	90.7734862437037	91.548198904999	60.868374387795	89.0063313641084	1.88991477209366
"tr|E1WEU4|E1WEU4_SALTS"	"Excision nuclease subunit A OS=Salmonella typhimurium (strain SL1344) GN=uvrA"	2	75.29	20280.09518	4262.43462	8355.772665	3687.468756	3025.474537	3505.426437	18967.09031	35059.68546	17480.51601	13734.97472	20280.09518	11531.8779484494	13608.3773100849	17570.2018337544	3596.38286332691	3199.66966221921	6679.96793628718	9368.76239914797	12978.544268512	10708.9118671923	15905.9865642247	15589.2895719196	3398.02626277306	8024.36516771757	11843.7280678521	0	2	0	0	1	0.980089446761046	0.213631908278849	0.504487108380045	0.744608202705936	0.997229684651389	0.0682351156093795	0.190082927705023	0.488207833860319	38.890537866011	17.970241515072	8.25533921743592	23.6936475118877	13.5503994399369
"sp|Q9CY58|PAIRB_MOUSE"	"Plasminogen activator inhibitor 1 RNA-binding protein OS=Mus musculus GN=Serbp1 PE=1 SV=2"	2	91.74	760.2413634	1440.68353	3781.762094	254.8586557	7049.314356	8828.730934	14409.75473	15340.41228	1228.584447	16579.73722	760.2413634	3897.72233745165	6159.05285308867	1214.36093863634	8379.52296014407	8058.65506896559	5074.93231660384	4099.31452238111	912.172021917036	12926.921839299	2328.98185042583	3686.7068958625	8219.08901455483	4587.12341949247	6919.546930608	0	0	3	0	2	1.58296935426458	3.52904811733594	1.96958315439589	2.97106090772792	0.852175257171877	0.193857382567882	0.350994245581197	0.70968268011786	95.2576797534968	94.8387078862029	2.76049889854632	15.0391845837339	122.778429792138
"tr|E1WFY3|E1WFY3_SALTS"	"Oligopeptide transport ATP-binding protein (OppD) OS=Salmonella typhimurium (strain SL1344) GN=oppD"	2	90.12	26483.59985	7952.451061	24566.62697	2223.568357	0.035046895	11617.23596	41146.71297	53322.30373	5881.091601	11852.06789	26483.59985	21515.0971691547	40009.6965830827	10594.9493836578	100	10603.9359627429	14491.3489012228	14248.9582455476	4366.4619309343	9240.84339909068	23999.3485095774	25302.3229833703	5351.96798137145	14370.1535733852	6803.65266501249	4	2	0	2	2	1.05429207685671	0.223004719450433	0.598772652834744	0.283493223255514	0.922163901680258	0.310335114505514	0.0688794446559615	0.0683804993551246	14.6389887899133	82.2033898834963	138.778938406531	1.1927226487102	50.6596729716667
"tr|E1WE43|E1WE43_SALTS"	"3-ketoacyl-CoA thiolase OS=Salmonella typhimurium (strain SL1344) GN=fadA"	2	76.4	6064.693845	2373.56901	16381.22618	633.0375014	1761.469489	366.5448294	118785.0919	49878.96802	10675.75833	7523.513854	6064.693845	6421.61360014993	26678.7902922536	3016.32295862457	2093.85952750221	334.573379744981	41834.5983612774	13328.8189543866	7926.29931556812	5865.94794941756	6243.15372257496	14847.5566254391	1214.2164536236	27581.708657832	6896.12363249284	0	2	0	3	0	2.37821416630364	0.194487675232638	4.41791278630506	1.10458975366196	0.878045531659008	0.153632679549004	0.147131026320084	0.656024551914506	4.04251425514898	112.691209289929	102.453163224251	73.0796999260477	21.1261935004693
"sp|Q99LC9|PEX6_MOUSE"	"Peroxisome assembly factor 2 OS=Mus musculus GN=Pex6 PE=2 SV=1"	2	95.93	684.799016	159.6018492	29.83163879	66.03743754	1047.139459	824.4074619	2642.109721	4423.405688	114956.892	111869.9425	684.799016	431.797601465903	100	314.657881310534	1244.73511834451	752.49947261939	930.517434776356	1182.03675652462	85350.6332958961	87222.9748683779	558.298308732952	207.328940655267	998.617295481952	1056.27709565049	86286.804082137	0	0	0	0	4	0.371358711664014	1.7886804954654	1.8919582580282	154.553224920139	0.562280503588785	0.286774436288349	0.137547021101707	0.00456637971979403	32.043624898821	73.2102537301801	34.8545097915605	16.8375342739123	1.53435445510195
"tr|E1W9G2|E1W9G2_SALTS"	"Pyrimidine-specific ribonucleoside hydrolase rihA OS=Salmonella typhimurium (strain SL1344) GN=ybeK"	2	94.65	10250.0383	1711.467787	4445.955964	1391.80423	4462.708148	1744.294893	60935.76781	78298.63909	24005.96983	20010.62552	10250.0383	4630.32031970189	7240.77218083745	6631.72567750785	5304.82306534664	1592.15078433437	21460.8022891752	20923.2152595259	17823.4179110607	15601.9235178518	7440.17930985095	6936.24892917265	3448.48692484051	21192.0087743505	16712.6707144563	2	0	0	0	4	0.932269054320897	0.463495136504928	2.84831962937935	2.2462725719968	0.999999999999992	0.378825604415909	0.113092356028111	0.152685022120426	53.4092059711982	6.20884453484697	76.1277569973249	1.79374894655132	9.3990588137847
"tr|E1W801|E1W801_SALTS"	"UDP-N-acetylmuramate--L-alanine ligase OS=Salmonella typhimurium (strain SL1344) GN=murC"	2	76.98	17876.31079	5647.845668	10171.34473	2383.984333	6213.196936	3819.153625	90615.22186	127232.6823	24576.76809	22782.37951	17876.31079	15280.062387222	16565.2540328876	11359.3059822304	7385.62982892017	3486.03235836982	31913.5284680547	33999.5283538684	18247.2114925295	17763.0100725454	16578.186588611	13962.280007559	5435.83109364499	32956.5284109616	18005.1107825375	0	0	0	5	0	0.842207917791859	0.327890572626282	1.9879453180725	1.0860723931595	0.703595722669549	0.105474782882134	0.0375935495558585	0.510874802258727	11.0737374165537	26.3650432961643	50.7269590945856	4.47566760193907	1.90158289868981
"sp|P97434|MPRIP_MOUSE"	"Myosin phosphatase Rho-interacting protein OS=Mus musculus GN=Mprip PE=1 SV=2"	1	82.79	1396.79818	143.1371841	612.6403931	4.920365631	4493.078671	7008.928976	10305.9172	22416.03515	1533.632756	1443.726554	1396.79818	387.252986633713	997.758311403689	100	5340.92451889772	6397.58323622078	3629.61294140802	5990.08532152699	1138.65749752464	1125.64753429056	892.025583316856	548.879155701845	5869.25387755925	4809.8491314675	1132.1525159076	0	0	0	2	0	0.615317728512813	6.57969231749538	5.392052897836	1.26919287639472	0.760210036383524	0.086829018894435	0.118678299540259	0.576841573508002	80.026432592799	115.655874934512	12.7302474898177	34.7018374415503	0.812561302169728
"tr|E1WJ53|E1WJ53_SALTS"	"Pyridoxine 5'-phosphate synthase OS=Salmonella typhimurium (strain SL1344) GN=pdxJ"	2	70.13	17256.75807	5643.689009	13263.04152	674.0932834	1534.114627	4241.818355	54535.07361	36586.24424	15974.00823	10930.88588	17256.75807	15268.8166817661	21600.4528270015	3211.94722662925	1823.60270676505	3871.83064516213	19206.5592119734	9776.69436746156	11860.025919145	8522.61441361112	16262.7873758831	12406.2000268154	2847.71667596359	14491.6267897175	10191.3201663781	0	1	0	1	0	0.762858158326118	0.175106309277991	0.891091204402504	0.626665031696308	0.740896327289031	0.0682351156093795	0.679579581915265	0.117519536282283	8.64357876501632	104.807571841543	50.8588469099104	46.0122350235942	23.1560413042321
"sp|Q9D662|SC23B_MOUSE"	"Protein transport protein Sec23B OS=Mus musculus GN=Sec23b PE=2 SV=1"	1	120.74	0	15.73228567	418.3940113	0	4337.784664	473.5788748	495.3549373	1197.185773	5351.947512	11821.21898	100	100	681.404796219441	100	5156.32646701461	432.27150408048	174.457707753992	319.915849435498	3973.59481078869	9216.7910607993	100	390.702398109721	2794.29898554754	247.186778594745	6595.19293579399	0	0	0	0	1	3.90702398109721	27.9429898554754	2.47186778594745	65.9519293579399	0.671161510386476	0.151867316396316	0.114574900097871	0.0105151680597345	0	105.224661023375	119.543803875881	41.6100080054903	56.2151806560916
"sp|Q3U0S6|RAIN_MOUSE"	"Ras-interacting protein 1 OS=Mus musculus GN=Rasip1 PE=1 SV=2"	2	74.64	4923.006555	3302.273467	4780.348247	289.9066824	227.2305487	29625.92706	58348.7038	54000.07284	11639.83914	9719.703454	4923.006555	8934.1932413844	7785.37009405086	1381.35920865336	270.109049464808	27041.8397683241	20549.671253604	14430.0738964657	8642.08856708964	7578.27733840417	6928.5998981922	4583.36465135211	13655.9744088944	17489.8725750348	8110.18295274691	0	0	1	1	0	0.661513829445974	1.9709572799055	2.52430113327777	1.17053705971144	0.713665269064492	0.768921338997967	0.117902684861572	0.596410490413682	40.9366588953658	98.7990236064061	138.624105234671	24.7412253622732	9.27510683900304
"sp|Q9JLJ2|AL9A1_MOUSE"	"4-trimethylaminobutyraldehyde dehydrogenase OS=Mus musculus GN=Aldh9a1 PE=1 SV=1"	2	78.14	1368.596603	9.747449601	5453.084564	211.5774008	4234.046281	27119.01532	24146.49841	16058.84964	3806.665067	4242.322995	1368.596603	100	8881.00182063911	1008.13264640368	5033.01260721251	24753.5905112083	8504.0895844403	4291.29767443164	2826.28791159224	3307.66266351149	734.2983015	4944.56723352139	14893.3015592104	6397.69362943597	3066.97528755186	0	0	4	0	0	6.73373099654568	20.2823587209542	8.71266298228795	4.17674299570998	0.647781602325687	0.145971585083452	0.17310011537017	0.239533090676577	122.161968608546	112.587389706334	93.6297053369563	46.5619940534347	11.0983402036406
"tr|E1WHP6|E1WHP6_SALTS"	"Putative uncharacterized protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_3082"	1	64.99	400.3474959	5761.762278	0	235.6427987	0	236.7442413	25307.35835	23979.7798	0	0	400.3474959	15588.2600629487	100	1122.80043785943	100	216.094498117894	8912.92968858805	6407.95421814055	100	100	7994.30377942434	611.400218929714	158.047249058947	7660.4419533643	100	2	0	0	0	0	0.0764794828667043	0.0197699829052941	0.958237535716453	0.0125089066864558	0.688088749613024	0.264029834586928	0.602565330101204	0.210909422872503	134.339102748005	118.290622577306	51.9409273912729	23.1224928358276	0
"sp|Q8C147|DOCK8_MOUSE"	"Dedicator of cytokinesis protein 8 OS=Mus musculus GN=Dock8 PE=2 SV=4"	2	53.24	5710.975908	497.055136	1182.176718	937.2515828	576.3153685	10789.3555	15213.4523	24004.26842	65.96905548	991.5995523	5710.975908	1344.76647104605	1925.31648127861	4465.85464676999	685.066322587706	9848.26642027403	5357.98437732195	6414.4981462806	100	773.132272145019	3527.87118952303	3195.5855640243	5266.66637143087	5886.24126180127	436.56613607251	2	0	0	2	0	0.905811293086454	1.49287377245282	1.66849665012772	0.123747753990852	0.988828507391567	0.977799663752363	0.406328698674786	0.198626680751369	87.5138613371043	56.2160433100683	123.025847272017	12.6917674152385	109.02732826492
"tr|E1W903|E1W903_SALTS"	"Putative uncharacterized protein OS=Salmonella typhimurium (strain SL1344) GN=SL1344_0488"	2	73.11	11927.37115	1265.104423	7864.463338	3753.906775	8146.38393	7127.21936	20252.56605	25205.24775	7865.144715	3289.228501	11927.37115	3422.69878571874	12808.2211825988	17886.7684219771	9683.61002733294	6505.55587801468	7132.69614001951	6735.42772227167	5839.5375058428	2564.5520902907	7675.03496785937	15347.494802288	8094.58295267381	6934.06193114559	4202.04479806675	1	0	5	0	0	1.99966447925755	1.05466398349602	0.903456721719608	0.547495199131156	0.628796201559634	0.813173948257758	0.914459622068863	0.576841573508002	78.3541902510756	23.3984453997355	27.7620682016568	4.05117800980382	55.1104166402356
"tr|E1W924|E1W924_SALTS"	"Negative regulator of allantoin and glyoxylate utilization operons OS=Salmonella typhimurium (strain SL1344) GN=allR"	2	86.32	3822.667806	3641.055128	1617.082072	2702.290689	1291.042358	669.5960563	25827.14996	34506.61416	4214.651556	5405.594148	3822.667806	9850.75598406993	2633.61197813892	12875.9851163347	1534.66259767116	611.191313179662	9095.99368162026	9220.96889981952	3129.20063484435	4214.64418397868	6836.71189503496	7754.79854723681	1072.92695542541	9158.48129071989	3671.92240941152	6	2	0	2	0	1.13428774918372	0.15693610786855	1.33960322320604	0.537088949452175	0.992503005559279	0.106799372044461	0.483951199234256	0.4091322700301	62.3472525059784	93.3931611162459	60.8608819261214	0.964906969439493	20.9025248523997
"sp|P46935|NEDD4_MOUSE"	"E3 ubiquitin-protein ligase NEDD4 OS=Mus musculus GN=Nedd4 PE=1 SV=3"	2	87.23	6786.370766	157.4161848	904.9785131	0	1954.502705	1717.334248	22378.22991	4484.350909	44956.24582	22563.87249	6786.370766	425.884357664155	1473.86597954845	100	2323.31819310502	1567.5417504748	7881.32791200185	1198.32273534676	33378.1123044191	17592.6440931938	3606.12756183208	786.932989774224	1945.42997178991	4539.8253236743	25485.3781988065	0	0	0	0	4	0.218221062977158	0.539478966961874	1.25891978190807	7.06724256472467	0.711069463115578	0.961305780473243	0.761798277154066	0.192956367971299	124.719466903555	123.450149276233	27.4702587805398	104.092072760477	43.7977083537448
"sp|Q9EQH3|VPS35_MOUSE"	"Vacuolar protein sorting-associated protein 35 OS=Mus musculus GN=Vps35 PE=1 SV=1"	2	125.53	2678.995218	884.3445765	897.1924121	204.245317	1755.08023	6251.379007	14942.47506	6779.350871	6925.592894	5498.271252	2678.995218	2392.5654302637	1461.18538082581	973.196433854516	2086.26461262326	5706.10968885436	5262.54964036025	1811.60003854911	5141.95999185902	4286.90284910731	2535.78032413185	1217.19090734016	3896.18715073881	3537.07483945468	4714.43142048316	0	0	3	2	2	0.480006448412239	1.53648449499375	1.39486642663561	1.85916397237493	0.453935707012889	0.657126387684456	0.753544804823294	0.0351317163131174	7.98714475834981	28.3489049636035	65.6954325143848	68.9889237783241	12.8248064297807
"sp|Q80TA9|K1632_MOUSE"	"UPF0493 protein KIAA1632 OS=Mus musculus GN=Kiaa1632 PE=2 SV=2"	2	65.56	8382103.329	3139419.624	28925.22363	16316.69102	42833.12681	58234.01432	11716866.67	519601.6443	223204.3377	111160.0298	8382103.329	8493597.47667753	47108.1936664468	77746.4362278132	50915.755977553	53154.6196383476	4126531.39675761	138849.629817908	165719.786309863	86669.4687504067	8437850.40283876	62427.31494713	52035.1878079503	2132690.51328776	126194.627530135	11	0	0	5	0	0.00739848562924598	0.00616687726419563	0.252752823464404	0.0149557791979435	0.110205695496007	0.0428575111848103	0.284258876580002	0.00708013885589256	0.934340668790113	34.7035734231535	3.04239447072402	132.214064865424	44.294291044913
"sp|Q9CQS8|SC61B_MOUSE"	"Protein transport protein Sec61 subunit beta OS=Mus musculus GN=Sec61b PE=1 SV=3"	2	70.79	123567.1159	1673.965581	1037.680311	6453.173563	8917.521789	85392.73951	9030.857484	19334.83059	106160.8846	98529.98721	123567.1159	4528.85932359408	1689.98676310136	30748.3451312416	10600.2619268793	77944.4563719808	3180.55312883145	5166.71588603259	78819.9695922759	76822.0525204921	64047.987611797	16219.1659471715	44272.35914943	4173.63450743202	77821.011056384	0	0	3	0	2	0.253234590998829	0.691237317521519	0.0651641786581797	1.21504225125803	0.800300660087488	0.948899211538922	0.392707273428478	0.549468607431368	131.421394464386	126.685689752402	107.560422531244	33.6500273719757	1.81537182636081
